"Gene"	"Freq"
"KCTD13"	2
"KCTD14"	2
"KCTD15"	2
"KCTD17"	2
"KCTD18"	2
"KCTD3"	2
"KCTD4"	2
"KCTD7"	2
"KCTD8"	2
"KCTD9"	2
"KDELC1"	2
"KDELR1"	2
"KDELR2"	2
"KDELR3"	2
"KDR"	2
"KEAP1"	2
"KEL"	2
"KENAE"	2
"KHDRBS1"	2
"KHDRBS2"	2
"KHDRBS3"	2
"KHK"	2
"KHSRP"	2
"KIAA0040"	2
"KIAA0082"	2
"KIAA0090"	2
"KIAA0101"	2
"KIAA0103"	2
"KIAA0141"	2
"KIAA0152"	2
"KIAA0157"	2
"KIAA0174"	2
"KIAA0182"	2
"KIAA0195"	2
"KIAA0196"	2
"KIAA0232"	2
"KIAA0240"	2
"KIAA0241"	2
"KIAA0251"	2
"KIAA0261"	2
"KIAA0265"	2
"KIAA0319L"	2
"KIAA0355"	2
"KIAA0367"	2
"KIAA0423"	2
"KIAA0427"	2
"KIAA0446"	2
"KIAA0494"	2
"KIAA0513"	2
"KIAA0649"	2
"KIAA0664"	2
"KIAA0676"	2
"KIAA0690"	2
"KIAA0703"	2
"KIAA0738"	2
"KIAA0746"	2
"KIAA0773"	2
"KIAA0776"	2
"KIAA0802"	2
"KIAA0853"	2
"KIAA0859"	2
"KIAA0889"	2
"KIAA0895"	2
"KIAA0907"	2
"KIAA0922"	2
"KIAA0963"	2
"KIAA0980"	2
"KIAA0999"	2
"KIAA1008"	2
"KIAA1012"	2
"KIAA1018"	2
"KIAA1143"	2
"KIAA1166"	2
"KIAA1191"	2
"KIAA1199"	2
"KIAA1212"	2
"KIAA1219"	2
"KIAA1244"	2
"KIAA1267"	2
"KIAA1279"	2
"KIAA1324"	2
"KIAA1333"	2
"KIAA1407"	2
"KIAA1434"	2
"KIAA1446"	2
"KIAA1539"	2
"KIAA1618"	2
"KIAA1622"	2
"KIAA1632"	2
"KIAA1641"	2
"KIAA1698"	2
"KIAA1737"	2
"KIAA1754"	2
"KIAA1804"	2
"KIAA1822"	2
"KIAA1822L"	2
"KIAA1838"	2
"KIAA1840"	2
"KIAA1841"	2
"KIAA1893"	2
"KIAA1900"	2
"KIAA1919"	2
"KIAA1944"	2
"KIAA1946"	2
"KIAA1984"	2
"KIAA2013"	2
"KIF11"	2
"KIF12"	2
"KIF13B"	2
"KIF14"	2
"KIF17"	2
"KIF1A"	2
"KIF1B"	2
"KIF1C"	2
"KIF22"	2
"KIF23"	2
"KIF27"	2
"KIF2C"	2
"KIF3B"	2
"KIF3C"	2
"KIF4A"	2
"KIF5A"	2
"KIF5B"	2
"KIF6"	2
"KIF9"	2
"KIFAP3"	2
"KIFC2"	2
"KIFC3"	2
"KIN"	2
"KIR2DL1"	2
"KIR3DL1"	2
"KIR3DL3"	2
"KIRREL"	2
"KIRREL2"	2
"KISS1"	2
"KISS1R"	2
"KIT"	2
"KITLG"	2
"KL"	2
"KLB"	2
"KLC2"	2
"KLC3"	2
"KLC4"	2
"KLF1"	2
"KLF10"	2
"KLF11"	2
"KLF12"	2
"KLF13"	2
"KLF14"	2
"KLF15"	2
"KLF17"	2
"KLF2"	2
"KLF3"	2
"KLF4"	2
"KLF5"	2
"KLF6"	2
"KLF7"	2
"KLF8"	2
"KLHDC1"	2
"KLHDC2"	2
"KLHDC4"	2
"KLHDC7A"	2
"KLHDC8B"	2
"KLHL1"	2
"KLHL11"	2
"KLHL12"	2
"KLHL13"	2
"KLHL20"	2
"KLHL21"	2
"KLHL22"	2
"KLHL25"	2
"KLHL26"	2
"KLHL4"	2
"KLHL5"	2
"KLHL6"	2
"KLHL7"	2
"KLHL8"	2
"KLHL9"	2
"KLK1"	2
"KLK11"	2
"KLK12"	2
"KLK13"	2
"KLK14"	2
"KLK15"	2
"KLK3"	2
"KLK4"	2
"KLK5"	2
"KLK6"	2
"KLK7"	2
"KLK8"	2
"KLK9"	2
"KLRG1"	2
"KM-HN-1"	2
"KMO"	2
"KNDC1"	2
"KNS2"	2
"KNTC2"	2
"KPNA1"	2
"KPNA3"	2
"KPNA5"	2
"KPNA6"	2
"KPNB1"	2
"KREMEN1"	2
"KREMEN2"	2
"KRIT1"	2
"KRT1"	2
"KRT10"	2
"KRT13"	2
"KRT14"	2
"KRT15"	2
"KRT16"	2
"KRT17"	2
"KRT18"	2
"KRT19"	2
"KRT1B"	2
"KRT20"	2
"KRT23"	2
"KRT24"	2
"KRT25A"	2
"KRT25C"	2
"KRT2A"	2
"KRT2B"	2
"KRT4"	2
"KRT5"	2
"KRT6B"	2
"KRT6C"	2
"KRT6E"	2
"KRT6IRS"	2
"KRT7"	2
"KRT8"	2
"KRTAP1-1"	2
"KRTAP10-8"	2
"KRTAP11-1"	2
"KRTAP13-1"	2
"KRTAP15-1"	2
"KRTAP17-1"	2
"KRTAP19-3"	2
"KRTAP20-1"	2
"KRTAP21-1"	2
"KRTAP21-2"	2
"KRTAP4-2"	2
"KRTAP4-4"	2
"KRTAP5-9"	2
"KRTCAP2"	2
"KRTHA1"	2
"KRTHA2"	2
"KRTHA3A"	2
"KRTHA3B"	2
"KRTHA4"	2
"KRTHA5"	2
"KRTHA6"	2
"KRTHA8"	2
"KRTHB2"	2
"KRTHB3"	2
"KRTHB4"	2
"KRTHB5"	2
"KRTHB6"	2
"KSP37"	2
"KTI12"	2
"KTN1"	2
"Kua"	2
"KYNU"	2
"L1CAM"	2
"L2HGDH"	2
"L3MBTL2"	2
"L3MBTL4"	2
"LACE1"	2
"LACRT"	2
"LACTB"	2
"LACTB2"	2
"LAD1"	2
"LAG3"	2
"LAIR1"	2
"LAIR2"	2
"LALBA"	2
"LAMA1"	2
"LAMA2"	2
"LAMA4"	2
"LAMA5"	2
"LAMB1"	2
"LAMB2"	2
"LAMB3"	2
"LAMC1"	2
"LAMC2"	2
"LAMC3"	2
"LAMP1"	2
"LAMP2"	2
"LAMP3"	2
"LANCL1"	2
"LANCL3"	2
"LAP3"	2
"LAPTM4A"	2
"LAPTM5"	2
"LARGE"	2
"LARP1"	2
"LARP2"	2
"LARP6"	2
"LARS2"	2
"LAS1L"	2
"LASP1"	2
"LASS2"	2
"LASS3"	2
"LASS4"	2
"LAT"	2
"LAT2"	2
"LATS1"	2
"LATS2"	2
"LAX1"	2
"LBP"	2
"LBR"	2
"LCAT"	2
"LCE1B"	2
"LCE2B"	2
"LCE2C"	2
"LCE3A"	2
"LCE4A"	2
"LCE5A"	2
"LCK"	2
"LCMT2"	2
"LCN1"	2
"LCN12"	2
"LCN2"	2
"LCN6"	2
"LCP1"	2
"LCT"	2
"LCTL"	2
"LDB1"	2
"LDB2"	2
"LDB3"	2
"LDHA"	2
"LDHAL6A"	2
"LDHAL6B"	2
"LDHB"	2
"LDHC"	2
"LDHD"	2
"LDLR"	2
"LDOC1"	2
"LEAP-2"	2
"LECT1"	2
"LEF1"	2
"LEFTY1"	2
"LEFTY2"	2
"LEMD3"	2
"LENG1"	2
"LENG4"	2
"LENG8"	2
"LEO1"	2
"LEP"	2
"LEPR"	2
"LEPRE1"	2
"LEPREL1"	2
"LEPREL2"	2
"LEPROTL1"	2
"LEREPO4"	2
"LETM1"	2
"LETM2"	2
"LGALS1"	2
"LGALS14"	2
"LGALS2"	2
"LGALS3"	2
"LGALS3BP"	2
"LGALS4"	2
"LGALS7"	2
"LGI2"	2
"LGI3"	2
"LGI4"	2
"LGMN"	2
"LGP1"	2
"LGP2"	2
"LGR5"	2
"LGTN"	2
"LHB"	2
"LHCGR"	2
"LHFP"	2
"LHFPL1"	2
"LHFPL2"	2
"LHPP"	2
"LHX1"	2
"LHX2"	2
"LHX3"	2
"LHX4"	2
"LHX5"	2
"LHX6"	2
"LHX9"	2
"LIAS"	2
"LIF"	2
"LIG1"	2
"LIG3"	2
"LIG4"	2
"LILRA3"	2
"LILRA4"	2
"LILRA5"	2
"LILRB2"	2
"LILRB3"	2
"LILRB4"	2
"LILRB5"	2
"LIM2"	2
"LIMA1"	2
"LIMD1"	2
"LIMD2"	2
"LIMK1"	2
"LIMK2"	2
"LIMS2"	2
"LIN10"	2
"LIN28"	2
"LIN7B"	2
"LIN7C"	2
"LIN9"	2
"LINCR"	2
"LINS1"	2
"LIPC"	2
"LIPH"	2
"LIX1"	2
"LIX1L"	2
"LKAP"	2
"LLGL1"	2
"LLGL2"	2
"LMAN1"	2
"LMAN1L"	2
"LMAN2"	2
"LMBR1"	2
"LMBR1L"	2
"LMBRD1"	2
"LMCD1"	2
"LMNA"	2
"LMNB1"	2
"LMNB2"	2
"LMO2"	2
"LMO4"	2
"LMO6"	2
"LMO7"	2
"LMOD1"	2
"LMTK2"	2
"LMX1A"	2
"LMX1B"	2
"LNK"	2
"LNPEP"	2
"LOC112714"	2
"LOC112937"	2
"LOC113444"	2
"LOC114984"	2
"LOC115648"	2
"LOC116143"	2
"LOC119710"	2
"LOC120379"	2
"LOC124216"	2
"LOC124220"	2
"LOC124491"	2
"LOC124751"	2
"LOC124842"	2
"LOC126208"	2
"LOC126248"	2
"LOC126295"	2
"LOC128153"	2
"LOC129138"	2
"LOC129531"	2
"LOC132321"	2
"LOC133308"	2
"LOC133619"	2
"LOC133957"	2
"LOC134147"	2
"LOC136263"	2
"LOC144501"	2
"LOC147808"	2
"LOC148137"	2
"LOC148898"	2
"LOC151194"	2
"LOC153364"	2
"LOC153684"	2
"LOC158160"	2
"LOC161247"	2
"LOC161931"	2
"LOC162427"	2
"LOC168850"	2
"LOC196264"	2
"LOC196463"	2
"LOC196549"	2
"LOC201164"	2
"LOC201895"	2
"LOC202459"	2
"LOC203427"	2
"LOC220070"	2
"LOC221091"	2
"LOC221143"	2
"LOC221955"	2
"LOC222171"	2
"LOC253012"	2
"LOC283377"	2
"LOC283487"	2
"LOC283537"	2
"LOC283849"	2
"LOC283932"	2
"LOC284361"	2
"LOC284739"	2
"LOC284837"	2
"LOC284912"	2
"LOC284948"	2
"LOC317671"	2
"LOC338799"	2
"LOC339524"	2
"LOC339789"	2
"LOC340602"	2
"LOC342897"	2
"LOC346673"	2
"LOC348174"	2
"LOC348840"	2
"LOC349136"	2
"LOC349236"	2
"LOC374395"	2
"LOC387882"	2
"LOC388272"	2
"LOC388407"	2
"LOC389199"	2
"LOC389458"	2
"LOC389852"	2
"LOC400120"	2
"LOC400696"	2
"LOC400986"	2
"LOC401498"	2
"LOC402055"	2
"LOC405753"	2
"LOC51035"	2
"LOC51136"	2
"LOC51255"	2
"LOC51334"	2
"LOC55908"	2
"LOC56901"	2
"LOC57146"	2
"LOC57228"	2
"LOC58486"	2
"LOC63928"	2
"LOC654342"	2
"LOC81558"	2
"LOC81691"	2
"LOC84661"	2
"LOC89944"	2
"LOC90355"	2
"LOC90580"	2
"LOC90624"	2
"LOC90693"	2
"LOC90826"	2
"LOC91137"	2
"LOC91689"	2
"LOC92017"	2
"LOC92345"	2
"LOC92689"	2
"LOC92691"	2
"LOC93343"	2
"LOC93622"	2
"LOH11CR2A"	2
"LOH12CR1"	2
"LONPL"	2
"LONRF1"	2
"LONRF2"	2
"LONRF3"	2
"LOR"	2
"LOXL1"	2
"LOXL2"	2
"LOXL3"	2
"LPHN1"	2
"LPHN2"	2
"LPIN1"	2
"LPIN2"	2
"LPL"	2
"LPO"	2
"LPPR4"	2
"LPXN"	2
"LR8"	2
"LRAT"	2
"LRBA"	2
"LRCH3"	2
"LRDD"	2
"LRFN3"	2
"LRFN4"	2
"LRFN5"	2
"LRG1"	2
"LRIG1"	2
"LRIG2"	2
"LRIG3"	2
"LRMP"	2
"LRP1"	2
"LRP10"	2
"LRP11"	2
"LRP12"	2
"LRP16"	2
"LRP2"	2
"LRP3"	2
"LRP5"	2
"LRP8"	2
"LRPAP1"	2
"LRPPRC"	2
"LRRC1"	2
"LRRC14"	2
"LRRC15"	2
"LRRC16"	2
"LRRC17"	2
"LRRC2"	2
"LRRC20"	2
"LRRC21"	2
"LRRC23"	2
"LRRC25"	2
"LRRC3"	2
"LRRC32"	2
"LRRC33"	2
"LRRC34"	2
"LRRC37A"	2
"LRRC39"	2
"LRRC4"	2
"LRRC40"	2
"LRRC42"	2
"LRRC44"	2
"LRRC47"	2
"LRRC50"	2
"LRRC51"	2
"LRRC54"	2
"LRRC56"	2
"LRRC57"	2
"LRRC59"	2
"LRRC6"	2
"LRRC61"	2
"LRRC7"	2
"LRRC8B"	2
"LRRC8C"	2
"LRRC8D"	2
"LRRFIP1"	2
"LRRIQ2"	2
"LRRN5"	2
"LRRTM1"	2
"LRRTM3"	2
"LRSAM1"	2
"LRTM1"	2
"LSAMP"	2
"LSM1"	2
"LSM10"	2
"LSM11"	2
"LSM12"	2
"LSM14A"	2
"LSM16"	2
"LSM2"	2
"LSM4"	2
"LSM5"	2
"LSM6"	2
"LSM7"	2
"LSM8"	2
"LSP1"	2
"LSR"	2
"LSS"	2
"LST1"	2
"LTA"	2
"LTA4H"	2
"LTB4DH"	2
"LTB4R"	2
"LTB4R2"	2
"LTBP1"	2
"LTBP3"	2
"LTBP4"	2
"LTC4S"	2
"LTF"	2
"LTK"	2
"LTV1"	2
"LUC7L"	2
"LUM"	2
"LUZP4"	2
"LW-1"	2
"LXN"	2
"LY6D"	2
"LY6E"	2
"LY6G6C"	2
"LY6K"	2
"LY75"	2
"LY86"	2
"LY9"	2
"LYCAT"	2
"LYK5"	2
"LYL1"	2
"LYN"	2
"LYNX1"	2
"LYPD2"	2
"LYPD3"	2
"LYPD4"	2
"LYPLA1"	2
"LYPLA3"	2
"LYPLAL1"	2
"LYSMD1"	2
"LYSMD2"	2
"LYSMD4"	2
"LYST"	2
"LYZL2"	2
"LYZL4"	2
"LYZL6"	2
"LZTFL1"	2
"LZTR1"	2
"LZTS1"	2
"M-RIP"	2
"M6PR"	2
"M6PRBP1"	2
"MAB21L1"	2
"MAB21L2"	2
"MACF1"	2
"MAD1L1"	2
"MAD2L1"	2
"MAD2L2"	2
"MADD"	2
"MAEA"	2
"MAEL"	2
"MAF"	2
"MAF1"	2
"MAFG"	2
"MAFK"	2
"MAG"	2
"MAGEA1"	2
"MAGEA10"	2
"MAGEA11"	2
"MAGEA12"	2
"MAGEA2"	2
"MAGEA2B"	2
"MAGEA3"	2
"MAGEA5"	2
"MAGEA6"	2
"MAGEA8"	2
"MAGEA9"	2
"MAGEB2"	2
"MAGEB3"	2
"MAGEB4"	2
"MAGEB6"	2
"MAGEC1"	2
"MAGEC2"	2
"MAGEC3"	2
"MAGED1"	2
"MAGED4"	2
"MAGEE1"	2
"MAGEE2"	2
"MAGEF1"	2
"MAGEH1"	2
"MAGI1"	2
"MAGI2"	2
"MAGI3"	2
"MAGOH"	2
"MAK"	2
"MAK10"	2
"MAK3"	2
"MAL"	2
"MALL"	2
"MALT1"	2
"MAMDC2"	2
"MAMDC4"	2
"MAML1"	2
"MAML2"	2
"MAN1A1"	2
"MAN1A2"	2
"MAN1B1"	2
"MAN1C1"	2
"MAN2A1"	2
"MAN2A2"	2
"MAN2B1"	2
"MAN2C1"	2
"MANBA"	2
"MANBAL"	2
"MANEA"	2
"MANEAL"	2
"MANSC1"	2
"MAOA"	2
"MAP1B"	2
"MAP1D"	2
"MAP1LC3A"	2
"MAP1LC3B"	2
"MAP2K1"	2
"MAP2K1IP1"	2
"MAP2K3"	2
"MAP2K4"	2
"MAP2K5"	2
"MAP2K6"	2
"MAP2K7"	2
"MAP3K10"	2
"MAP3K11"	2
"MAP3K14"	2
"MAP3K3"	2
"MAP3K5"	2
"MAP3K6"	2
"MAP3K7"	2
"MAP3K7IP1"	2
"MAP3K7IP2"	2
"MAP3K8"	2
"MAP3K9"	2
"MAP4"	2
"MAP4K1"	2
"MAP4K2"	2
"MAP4K3"	2
"MAP4K4"	2
"MAP4K5"	2
"MAP6D1"	2
"MAP7"	2
"MAPBPIP"	2
"MAPK1"	2
"MAPK11"	2
"MAPK12"	2
"MAPK13"	2
"MAPK14"	2
"MAPK15"	2
"MAPK3"	2
"MAPK4"	2
"MAPK6"	2
"MAPK7"	2
"MAPK8IP1"	2
"MAPK8IP2"	2
"MAPK8IP3"	2
"MAPKAP1"	2
"MAPKAPK3"	2
"MAPRE1"	2
"MAPRE2"	2
"MAPRE3"	2
"MAPT"	2
"MARCKS"	2
"MARCKSL1"	2
"MARCO"	2
"MARK2"	2
"MARK3"	2
"MARK4"	2
"MARS"	2
"MARVELD1"	2
"MARVELD3"	2
"MAS1"	2
"MAS1L"	2
"MASA"	2
"MASK"	2
"MASK-BP3"	2
"MASP1"	2
"MASP2"	2
"MAST1"	2
"MASTL"	2
"MAT1A"	2
"MAT2A"	2
"MAT2B"	2
"MATK"	2
"MATN1"	2
"MATN2"	2
"MATN3"	2
"MATN4"	2
"MATR3"	2
"MAX"	2
"MB"	2
"MBD1"	2
"MBD3"	2
"MBD3L1"	2
"MBD4"	2
"MBD6"	2
"MBIP"	2
"MBL2"	2
"MBNL1"	2
"MBNL3"	2
"MBP"	2
"MBTD1"	2
"MBTPS1"	2
"MBTPS2"	2
"MC1R"	2
"MC2R"	2
"MC3R"	2
"MC4R"	2
"MCAM"	2
"MCART1"	2
"MCC"	2
"MCCC1"	2
"MCCC2"	2
"MCEMP1"	2
"MCF2"	2
"MCF2L"	2
"MCF2L2"	2
"MCFD2"	2
"MCM2"	2
"MCM3"	2
"MCM3AP"	2
"MCM4"	2
"MCM5"	2
"MCM6"	2
"MCM7"	2
"MCOLN1"	2
"MCOLN3"	2
"MCRS1"	2
"MCTS1"	2
"MDC1"	2
"MDFI"	2
"MDH1"	2
"MDH2"	2
"MDK"	2
"MDM1"	2
"MDM2"	2
"MDM4"	2
"MDP-1"	2
"MDS028"	2
"MDS032"	2
"MDS1"	2
"ME1"	2
"ME2"	2
"ME3"	2
"MEA1"	2
"MECP2"	2
"MED12"	2
"MED18"	2
"MED19"	2
"MED31"	2
"MED4"	2
"MED6"	2
"MED8"	2
"MEF2B"	2
"MEF2C"	2
"MEF2D"	2
"MEFV"	2
"MEGF10"	2
"MEGF11"	2
"MEIS1"	2
"MEIS2"	2
"MEIS3"	2
"MELK"	2
"MEN1"	2
"MEOX2"	2
"MEP1A"	2
"MEPE"	2
"MERTK"	2
"MESDC1"	2
"MESP1"	2
"MET"	2
"METAP1"	2
"METAP2"	2
"METRN"	2
"METTL1"	2
"METTL2B"	2
"METTL7A"	2
"MFAP1"	2
"MFAP2"	2
"MFAP4"	2
"MFAP5"	2
"MFGE8"	2
"MFI2"	2
"MFN1"	2
"MFN2"	2
"MFNG"	2
"MFRP"	2
"MFSD1"	2
"MFSD2"	2
"MFSD5"	2
"MFSD7"	2
"MGAM"	2
"MGAT1"	2
"MGAT5B"	2
"MGC10433"	2
"MGC10471"	2
"MGC10911"	2
"MGC10992"	2
"MGC10993"	2
"MGC11102"	2
"MGC11257"	2
"MGC11266"	2
"MGC11271"	2
"MGC11332"	2
"MGC11335"	2
"MGC12966"	2
"MGC13024"	2
"MGC13034"	2
"MGC13040"	2
"MGC13096"	2
"MGC13125"	2
"MGC13138"	2
"MGC13168"	2
"MGC13170"	2
"MGC14141"	2
"MGC14289"	2
"MGC14376"	2
"MGC15407"	2
"MGC15476"	2
"MGC15523"	2
"MGC15875"	2
"MGC15912"	2
"MGC16028"	2
"MGC16169"	2
"MGC16291"	2
"MGC16372"	2
"MGC16943"	2
"MGC17330"	2
"MGC17839"	2
"MGC18079"	2
"MGC19604"	2
"MGC20255"	2
"MGC21830"	2
"MGC22001"	2
"MGC22793"	2
"MGC23244"	2
"MGC23280"	2
"MGC24381"	2
"MGC2463"	2
"MGC24665"	2
"MGC2474"	2
"MGC24975"	2
"MGC2574"	2
"MGC26744"	2
"MGC26816"	2
"MGC26856"	2
"MGC26885"	2
"MGC27016"	2
"MGC27121"	2
"MGC2749"	2
"MGC2803"	2
"MGC29671"	2
"MGC29891"	2
"MGC29898"	2
"MGC3020"	2
"MGC3101"	2
"MGC3121"	2
"MGC3123"	2
"MGC31967"	2
"MGC32020"	2
"MGC3207"	2
"MGC3265"	2
"MGC33214"	2
"MGC33367"	2
"MGC33407"	2
"MGC33486"	2
"MGC33530"	2
"MGC33600"	2
"MGC33648"	2
"MGC33839"	2
"MGC33948"	2
"MGC34646"	2
"MGC34647"	2
"MGC34713"	2
"MGC34732"	2
"MGC34830"	2
"MGC35043"	2
"MGC35048"	2
"MGC35154"	2
"MGC35169"	2
"MGC35206"	2
"MGC35212"	2
"MGC35295"	2
"MGC35308"	2
"MGC3731"	2
"MGC39545"	2
"MGC39581"	2
"MGC39606"	2
"MGC39633"	2
"MGC39662"	2
"MGC39681"	2
"MGC39715"	2
"MGC40168"	2
"MGC40222"	2
"MGC40579"	2
"MGC4093"	2
"MGC4172"	2
"MGC41945"	2
"MGC42105"	2
"MGC42630"	2
"MGC4266"	2
"MGC4268"	2
"MGC43122"	2
"MGC4399"	2
"MGC44505"	2
"MGC4562"	2
"MGC45800"	2
"MGC46496"	2
"MGC48595"	2
"MGC50273"	2
"MGC50559"	2
"MGC50721"	2
"MGC50811"	2
"MGC52057"	2
"MGC5242"	2
"MGC52423"	2
"MGC62100"	2
"MGC7036"	2
"MGC72075"	2
"MGC9712"	2
"MGC9850"	2
"MGEA5"	2
"MGP"	2
"MGST2"	2
"MGST3"	2
"MIB1"	2
"MICA"	2
"MICAL-L1"	2
"MICAL-L2"	2
"MICAL1"	2
"MICAL2"	2
"MID1"	2
"MID1IP1"	2
"MID2"	2
"MIF"	2
"MIF4GD"	2
"MINA"	2
"MINPP1"	2
"MIP"	2
"MIPOL1"	2
"MIR16"	2
"MITF"	2
"MIXL1"	2
"MIZF"	2
"MKI67IP"	2
"MKKS"	2
"MKL1"	2
"MKNK1"	2
"MKNK2"	2
"MKRN1"	2
"MKRN2"	2
"MKS1"	2
"MLANA"	2
"MLC1"	2
"MLC1SA"	2
"MLCK"	2
"MLF1"	2
"MLF1IP"	2
"MLF2"	2
"MLH3"	2
"MLL"	2
"MLL3"	2
"MLL4"	2
"MLL5"	2
"MLLT11"	2
"MLLT3"	2
"MLLT6"	2
"MLLT7"	2
"MLN"	2
"MLNR"	2
"MLPH"	2
"MLR1"	2
"MLR2"	2
"MLSTD1"	2
"MLX"	2
"MLXIP"	2
"MLZE"	2
"MMAB"	2
"MMD"	2
"MME"	2
"MMP1"	2
"MMP10"	2
"MMP13"	2
"MMP14"	2
"MMP16"	2
"MMP17"	2
"MMP19"	2
"MMP2"	2
"MMP21"	2
"MMP24"	2
"MMP25"	2
"MMP3"	2
"MMP8"	2
"MMP9"	2
"MMRN2"	2
"MMS19L"	2
"MN1"	2
"MNS1"	2
"MOAP1"	2
"MOBKL2B"	2
"MOCOS"	2
"MOCS1"	2
"MOCS2"	2
"MOCS3"	2
"MOG"	2
"MOGAT2"	2
"MON1A"	2
"MON1B"	2
"MORC1"	2
"MORC3"	2
"MORF4L1"	2
"MORF4L2"	2
"MORG1"	2
"MORN2"	2
"MOS"	2
"MOSC1"	2
"MOSC2"	2
"MOSPD1"	2
"MOSPD2"	2
"MOSPD3"	2
"MOV10"	2
"MOV10L1"	2
"MOXD1"	2
"MPDZ"	2
"MPG"	2
"MPHOSPH1"	2
"MPHOSPH6"	2
"MPL"	2
"MPN2"	2
"MPO"	2
"MPP1"	2
"MPP2"	2
"MPP3"	2
"MPP5"	2
"MPP6"	2
"MPP7"	2
"MPPED1"	2
"MPPED2"	2
"MPST"	2
"MPV17"	2
"MPZ"	2
"MPZL1"	2
"MRC2"	2
"MRCL3"	2
"MRE11A"	2
"MRFAP1"	2
"MRFAP1L1"	2
"MRGPRF"	2
"MRGPRX1"	2
"MRGPRX2"	2
"MRGPRX4"	2
"MRLC2"	2
"MRO"	2
"MRP63"	2
"MRPL1"	2
"MRPL10"	2
"MRPL11"	2
"MRPL15"	2
"MRPL16"	2
"MRPL18"	2
"MRPL19"	2
"MRPL20"	2
"MRPL21"	2
"MRPL22"	2
"MRPL24"	2
"MRPL28"	2
"MRPL3"	2
"MRPL33"	2
"MRPL35"	2
"MRPL36"	2
"MRPL37"	2
"MRPL39"	2
"MRPL4"	2
"MRPL40"	2
"MRPL41"	2
"MRPL42"	2
"MRPL43"	2
"MRPL44"	2
"MRPL45"	2
"MRPL46"	2
"MRPL48"	2
"MRPL49"	2
"MRPL51"	2
"MRPL52"	2
"MRPL53"	2
"MRPL54"	2
"MRPL55"	2
"MRPL9"	2
"MRPS10"	2
"MRPS12"	2
"MRPS14"	2
"MRPS15"	2
"MRPS16"	2
"MRPS17"	2
"MRPS18A"	2
"MRPS2"	2
"MRPS21"	2
"MRPS22"	2
"MRPS23"	2
"MRPS24"	2
"MRPS25"	2
"MRPS26"	2
"MRPS27"	2
"MRPS30"	2
"MRPS31"	2
"MRPS33"	2
"MRPS34"	2
"MRPS35"	2
"MRPS5"	2
"MRPS9"	2
"MRRF"	2
"MRS2L"	2
"MRVI1"	2
"MS4A1"	2
"MS4A10"	2
"MS4A2"	2
"MS4A3"	2
"MS4A5"	2
"MS4A6A"	2
"MS4A6E"	2
"MS4A7"	2
"MSC"	2
"MSH2"	2
"MSH3"	2
"MSH4"	2
"MSH5"	2
"MSH6"	2
"MSI1"	2
"MSI2"	2
"MSLN"	2
"MSMB"	2
"MSN"	2
"MSR1"	2
"MSRA"	2
"MSRB2"	2
"MSRB3"	2
"MST1"	2
"MST1R"	2
"MSTO1"	2
"MSX2"	2
"MT"	2
"MT1A"	2
"MT1B"	2
"MT1E"	2
"MT1F"	2
"MT1G"	2
"MT1H"	2
"MT1X"	2
"MT2A"	2
"MT3"	2
"MT4"	2
"MTA2"	2
"MTAC2D1"	2
"MTAP"	2
"MTBP"	2
"MTCH1"	2
"MTCH2"	2
"MTCP1"	2
"MTDH"	2
"MTERF"	2
"MTERFD2"	2
"MTERFD3"	2
"MTF2"	2
"MTFR1"	2
"MTHFD1"	2
"MTHFD2"	2
"MTHFS"	2
"MTIF2"	2
"MTIF3"	2
"MTL5"	2
"MTM1"	2
"MTMR1"	2
"MTMR2"	2
"MTMR3"	2
"MTMR4"	2
"MTMR6"	2
"MTMR9"	2
"MTNR1A"	2
"MTNR1B"	2
"MTO1"	2
"MTR"	2
"MTRF1"	2
"MTRF1L"	2
"MTRR"	2
"MTUS1"	2
"MUC15"	2
"MUC17"	2
"MUC3B"	2
"MUC5B"	2
"MUC7"	2
"MUM1"	2
"MUS81"	2
"MUT"	2
"MVD"	2
"MVP"	2
"MX1"	2
"MX2"	2
"MXD1"	2
"MXD3"	2
"MXD4"	2
"MXI1"	2
"MXRA5"	2
"MXRA7"	2
"MYADM"	2
"MYB"	2
"MYBBP1A"	2
"MYBL1"	2
"MYBL2"	2
"MYBPC2"	2
"MYBPC3"	2
"MYBPH"	2
"MYC"	2
"MYCBP"	2
"MYCBP2"	2
"MYCL1"	2
"MYCN"	2
"MYD88"	2
"MYEF2"	2
"MYEOV2"	2
"MYF5"	2
"MYH10"	2
"MYH11"	2
"MYH2"	2
"MYH3"	2
"MYH6"	2
"MYH7"	2
"MYH9"	2
"MYL1"	2
"MYL2"	2
"MYL5"	2
"MYL7"	2
"MYL9"	2
"MYLIP"	2
"MYLK"	2
"MYLK2"	2
"MYLPF"	2
"MYNN"	2
"MYO10"	2
"MYO18A"	2
"MYO18B"	2
"MYO1A"	2
"MYO1B"	2
"MYO1C"	2
"MYO1E"	2
"MYO1F"	2
"MYO3A"	2
"MYO5A"	2
"MYO6"	2
"MYO7A"	2
"MYO9A"	2
"MYO9B"	2
"MYOCD"	2
"MYOG"	2
"MYOM1"	2
"MYOM2"	2
"MYOZ2"	2
"MYOZ3"	2
"MYR8"	2
"MYRIP"	2
"MYST1"	2
"MYST2"	2
"MYST3"	2
"MYST4"	2
"MYT1"	2
"N-PAC"	2
"NAALAD2"	2
"NAB1"	2
